"regulation_type","name","total_count","genes_in_term","regulated_count","regulated_genes","gene_set","expected_count","fold_enrichment","p_value","p_adj"
"bidirectional","regulation of transcription by RNA polymerase III",9,"BRF2;DHX36;POLR3C;POLR3F;POLR3G;TENM1;ZNF143;ZNF345;ZNF76",1,"POLR3F","bidirectional",1.06349086231034,0.940299569502259,0.677593482800273,1
"bidirectional","regulation of transcription elongation by RNA polymerase II",18,"EAF1;EAF2;INTS1;INTS10;INTS11;INTS12;INTS13;INTS14;INTS2;INTS3;INTS4;INTS5;INTS6;INTS7;INTS8;INTS9;WDR43;ZMYND11",2,"INTS13;WDR43","bidirectional",2.12698172462068,0.940299569502259,0.645299484501499,1
"bidirectional","regulation of transforming growth factor beta receptor signaling pathway",21,"BCL9;CAV3;DKK3;ENG;FOLR1;IL17F;ITGA3;LATS1;LATS2;LOX;LTBP4;NREP;SMAD2;SMAD3;SMURF2;SOX11;TGFBR3;TGFBR3L;TRIM33;ZEB1;ZNF703",4,"DKK3;LATS2;LTBP4;ZEB1","bidirectional",2.48147867872413,1.61194211914673,0.230917089401761,1
"bidirectional","regulation of translation",72,"ABCE1;AIRE;AKT1;APLP1;APP;ATXN2;CASC3;CNOT11;CNOT2;CNOT3;CNOT6;CNOT6L;CNOT7;CNOT8;CYFIP1;DDX25;DNAJC1;DUS3L;EIF2A;EIF2B4;EIF4E;EIF4E1B;EIF4E3;ELP1;ELP2;ELP3;ELP4;ELP5;ELP6;FOXO3;GCN1;GEMIN5;GTDC1;HBS1L;KBTBD8;LSM14B;MAPKAPK5;MCTS1;METAP1;METTL18;MKNK1;MKNK2;MSI1;MSI2;MTPN;NANOS3;NAT10;NEURL1;NOLC1;PA2G4;PCIF1;PELO;PIWIL3;PIWIL4;PKP3;PPP1R15B;PTCD3;PUM1;PUM2;PUM3;RBM3;RBM4B;RBM8A;RPL10;RPL38;RPS14;RPS9;SARNP;TARBP2;TCOF1;ZFP36L1;ZNF706",5,"APLP1;NOLC1;PUM3;RPL38;RPS14","bidirectional",8.50792689848273,0.587687230938912,0.938080596931611,1
"bidirectional","regulation of translational initiation",33,"BZW1;BZW2;CSDE1;CTIF;DDX1;EIF1;EIF1B;EIF2AK1;EIF2AK2;EIF2AK3;EIF2AK4;EIF2B2;EIF3B;EIF3E;EIF3H;EIF3K;EIF4A2;EIF4B;EIF4G1;EIF4G2;EIF4G3;EIF4H;EIF5;EIF5B;HSPB1;IMPACT;KLHL25;MIF4GD;MTIF2;NCBP1;NCBP2;PAIP1;PPP1R15A",5,"CSDE1;EIF1B;EIF3E;EIF4G2;PPP1R15A","bidirectional",3.89946649513792,1.2822266856849,0.349964738070464,1
"bidirectional","regulation of transmembrane transporter activity",5,"ACE2;ACTB;BCL2;INS;SNCA",1,"SNCA","bidirectional",0.590828256839078,1.69253922510407,0.466771892721209,1
"bidirectional","regulation of tubulin deacetylation",13,"DR1;EP300;KAT14;KAT2A;KAT2B;MBIP;NEK3;SGF29;TADA2A;TADA3;WDR5;YEATS2;ZZZ3",1,"KAT2B","bidirectional",1.5361534677816,0.650976625040026,0.80507868383597,1
"bidirectional","regulation of tumor necrosis factor production",9,"ANGPT1;CD47;CX3CR1;FOXP1;LTF;MAPKAPK2;SIRPA;UBE2J1;ZFP36",3,"ANGPT1;CD47;SIRPA","bidirectional",1.06349086231034,2.82089870850678,0.0801625888241592,1
"bidirectional","regulation of tumor necrosis factor-mediated signaling pathway",22,"CASP8;CYLD;EXT1;HIPK1;IKBKB;MAPKAPK2;MIB2;NKIRAS1;NKIRAS2;OTULIN;PIAS3;PYCARD;SHARPIN;SPATA2;SPHK1;SPPL2A;SPPL2B;SYK;TMC8;TNFAIP3;TNFRSF1A;ULK1",3,"SPHK1;TNFAIP3;TNFRSF1A","bidirectional",2.59964433009194,1.15400401711641,0.490986634231582,1
"bidirectional","regulation of type II interferon production",9,"CCR7;CD47;ISG15;RIPK3;SIRPA;UBA5;UFC1;UFSP2;ZNF683",2,"CD47;SIRPA","bidirectional",1.06349086231034,1.88059913900452,0.288638208573613,1
"bidirectional","regulation of vascular endothelial growth factor receptor signaling pathway",6,"DLL1;FZD4;HIF1AN;NRP1;TMEM204;VEGFC",1,"NRP1","bidirectional",0.708993908206894,1.41044935425339,0.529793062076026,1
"bidirectional","regulation of vasoconstriction",18,"ACE;ACE2;ADRA1B;ADRA2A;ADRA2C;AGT;AGTR1;ASIC2;ATP1A2;BDKRB2;ECE1;EDN1;EDN2;EDN3;HTR1A;KCNA5;KCNMB4;PER2",1,"ADRA1B","bidirectional",2.12698172462068,0.47014978475113,0.896096747224072,1
"bidirectional","regulation of ventricular cardiac muscle cell action potential",11,"CACNA1C;CAV1;CTNNA3;DLG1;DSC2;DSG2;DSP;JUP;PKP2;RYR2;TRPM4",3,"CAV1;DLG1;JUP","bidirectional",1.29982216504597,2.30800803423282,0.131938438247107,1
"bidirectional","regulation of ventricular cardiac muscle cell membrane depolarization",7,"CAV3;GJA1;GJA5;GPD1L;SCN3B;SCN5A;SMAD7",2,"GPD1L;SMAD7","bidirectional",0.82715955957471,2.4179131787201,0.196343506657661,1
"bidirectional","regulation of vesicle size",5,"AP2M1;DNM1;PICALM;RIN3;WASHC5",1,"AP2M1","bidirectional",0.590828256839078,1.69253922510407,0.466771892721209,1
"bidirectional","regulation of vesicle-mediated transport",11,"DYNC1LI1;LYSET;NRP1;PLD1;PLD2;PRKAA1;RAB11FIP3;SLC30A8;USP6;VAMP2;WDR44",2,"NRP1;VAMP2","bidirectional",1.29982216504597,1.53867202282188,0.379636265145001,1
"bidirectional","regulatory ncRNA-mediated post-transcriptional gene silencing",14,"AGO1;AGO2;AGO3;AGO4;CELF1;HELZ;HELZ2;MOV10;MOV10L1;NCBP1;NCBP2;NCBP3;TSN;TSNAX",2,"AGO4;MOV10","bidirectional",1.65431911914942,1.20895658936005,0.505502271247256,1
"bidirectional","relaxation of cardiac muscle",13,"ATP1A1;ATP1A2;ATP1B1;ATP2A2;CAMK2D;GSN;GSTM2;KCNJ2;P2RX4;PDE5A;PLN;RGS2;SLC8A1",2,"GSN;GSTM2","bidirectional",1.5361534677816,1.30195325008005,0.46535126411658,1
"bidirectional","release of cytochrome c from mitochondria",20,"BAD;BAK1;BBC3;BCL2;BCL2A1;BCL2L1;BCL2L10;BCL2L2;BID;CLU;FZD9;GGCT;IFI27;IFI27L1;IFI27L2;IFI6;PMAIP1;SFN;TIMM50;TP53",3,"BCL2A1;BID;GGCT","bidirectional",2.36331302735631,1.26940441882805,0.426588530555241,1
"bidirectional","release of sequestered calcium ion into cytosol",40,"CACNA1S;CCL19;CCL21;CCR7;CHERP;DDIT3;DRD2;ERO1A;F2R;FGF2;FKBP1B;FLNA;GP1BA;GP5;GP9;HTR2A;HTR2B;HTR2C;IBTK;MCOLN1;P2RX7;PLCB1;PLCB2;PLCB3;PLCB4;PLCE1;PLCG1;PLCG2;PLCH1;PLCH2;PLCL1;PLCL2;PTPRC;RYR1;RYR2;RYR3;TPCN2;TRPM2;XCL1;XCR1",1,"PLCE1","bidirectional",4.72662605471263,0.211567403138008,0.99348729965584,1
"bidirectional","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",9,"CCL3;CCR5;NOL3;RYR1;RYR2;RYR3;TMEM38A;TMEM38B;TRDN",2,"CCL3;TMEM38B","bidirectional",1.06349086231034,1.88059913900452,0.288638208573613,1
"bidirectional","removal of superoxide radicals",15,"APOA4;ATP7A;CCS;CYGB;FANCC;MB;MPO;MT3;NOS3;NQO1;PARK7;PRDX1;PRDX2;SOD1;SOD3",2,"ATP7A;SOD3","bidirectional",1.77248477051723,1.12835948340271,0.543632954109346,1
"bidirectional","renal absorption",10,"AKR1C3;CLCNKA;CLCNKB;CLDN16;CLDN19;CLDN4;HBB;KCNQ1;NHERF1;SLC15A2",2,"AKR1C3;NHERF1","bidirectional",1.18165651367816,1.69253922510407,0.334600296618112,1
"bidirectional","renal sodium ion absorption",13,"CLCNKB;EDN1;EDNRA;EDNRB;KCNQ1;KLHL3;MAGED2;OXSR1;SGK1;SLC12A3;STK39;UMOD;WNK4",2,"OXSR1;STK39","bidirectional",1.5361534677816,1.30195325008005,0.46535126411658,1
"bidirectional","replicative senescence",15,"ATM;ATR;CDKN1A;CDKN2A;CHEK1;CHEK2;CTC1;MME;PLA2R1;ROMO1;SERPINE1;TERT;TP53;WNT16;WRN",2,"MME;SERPINE1","bidirectional",1.77248477051723,1.12835948340271,0.543632954109346,1
"bidirectional","rescue of stalled ribosome",33,"ABCE1;ANKZF1;ASCC2;ASCC3;CDK5RAP3;DDRGK1;EIF4E2;ELAC1;GCN1;GIGYF2;HBS1L;KLHDC10;LTN1;MRPL58;MTRES1;MTRFR;NEMF;PELO;PTRH1;RACK1;RCHY1;RNF14;RNF25;SAYSD1;SKIC2;SKIC3;SKIC8;TCF25;TRIP4;TRNT1;UFL1;UFSP2;USP10",1,"RACK1","bidirectional",3.89946649513792,0.25644533713698,0.984274382059147,1
"bidirectional","respiratory burst",15,"CD24;CD52;CD55;CYBA;CYBB;NCF1;NCF1B;NCF1C;NCF2;NCF4;NOX1;RAC1;RAC2;RAC3;SLC11A1",2,"CD24;CD55","bidirectional",1.77248477051723,1.12835948340271,0.543632954109346,1
"bidirectional","respiratory electron transport chain",18,"AIFM2;ETFA;ETFB;ETFDH;ETFRF1;GBA1;HCCS;IMMP2L;MYBBP1A;NDUFA5;PINK1;PLEC;PPARGC1A;PUM2;SCO2;SDHA;SDHB;VPS54",3,"GBA1;PPARGC1A;VPS54","bidirectional",2.12698172462068,1.41044935425339,0.3595370559541,1
"bidirectional","respiratory gaseous exchange by respiratory system",27,"BPGM;CHST11;COX5B;CSF2RB;CYSLTR1;DACH1;EDN1;EDNRA;ELN;FUT8;HNMT;MAFB;MAN1A2;MAN2A1;MECP2;NDST1;PBX3;SFTPA1;SFTPA2;SFTPB;SFTPC;SFTPD;TAS2R4;TLX3;TMPRSS11D;TRAF4;UCP3",1,"MAN2A1","bidirectional",3.19047258693102,0.313433189834086,0.966528446859962,1
"bidirectional","respiratory system process",15,"AP3B1;BLOC1S6;CCBE1;COL6A1;ECEL1;FKRP;FLT4;HIPK2;HOXA5;JAG2;SELENON;STK40;TCF15;YWHAZ;ZFAND5",1,"COL6A1","bidirectional",1.77248477051723,0.564179741701356,0.848443742491337,1
"bidirectional","response to ATP",17,"ABCC9;ASPH;DNTT;ENPP1;IL1B;KCNJ11;KCNJ8;NT5E;P2RX1;P2RX2;P2RX4;P2RX5;P2RX6;P2RX7;PANX1;PKLR;TRPC3",5,"ABCC9;ENPP1;IL1B;NT5E;P2RX6","bidirectional",2.00881607325287,2.48902827221186,0.0420416651116236,1
"bidirectional","response to UV",39,"BRSK1;CASP3;CASP7;CCAR2;CDKN2D;CIRBP;COL6A1;COL6A2;COL6A3;DDB2;DTL;GNAT2;GTF2H2;HUS1;MAP2K7;MAP4K3;MAPK8;MEN1;MSH6;PCLAF;PML;PRIMPOL;PRKAA1;REV1;RPAIN;SERPINB13;SIRT6;SPRTN;TIPIN;TP53I13;TRIM32;TYR;UBE2A;UBE2B;UBE4B;USF1;USP1;UVSSA;ZRANB3",4,"CASP3;COL6A1;COL6A3;PML","bidirectional",4.60846040334481,0.867968833386701,0.692324712837825,1
"bidirectional","response to UV-C",9,"BAK1;BCL3;BRCA2;DCUN1D3;HMGN1;MAP3K4;POLH;WRN;YY1",1,"POLH","bidirectional",1.06349086231034,0.940299569502259,0.677593482800273,1
"bidirectional","response to X-ray",15,"BLM;BRCA2;BRCC3;CASP3;CDKN1A;IKBIP;KARS1;LIG4;MSH2;RAD51;THBD;TP53;XRCC2;XRCC4;XRRA1",3,"CASP3;KARS1;THBD","bidirectional",1.77248477051723,1.69253922510407,0.257652832643668,1
"bidirectional","response to acidic pH",11,"ASIC1;ASIC3;CTSS;GIP;GPR151;GPR31;GPR4;GPR65;LGMN;SERPINF1;SLC9A1",1,"ASIC1","bidirectional",1.29982216504597,0.769336011410939,0.749310593988065,1
"bidirectional","response to activity",45,"ABCC9;ALAD;ANGPT2;ANXA2;BGLAP;BLOC1S6;BMP6;CAB39;CAT;CBL;CDK1;COL4A2;CRY1;CRY2;CXCR4;EDN1;FGF21;FKRP;GCG;GCLC;GCLM;HADH;HDAC5;HSF1;IL10;IL6;ITGB3;KDM6B;KL;LEP;MMP2;OXT;PHOX2B;PPARD;PRKAA1;RNF170;SCO2;SLC25A25;SMTNL1;STK11;TH;TNF;UCP3;UQCRC1;ZEB1",7,"ABCC9;ANGPT2;CAT;CBL;HSF1;ITGB3;ZEB1","bidirectional",5.31745431155171,1.31641939730316,0.278399415258857,1
"bidirectional","response to aldosterone",11,"CARD9;CDKN1A;CRH;CYBB;INHBA;PARP1;PTPRC;RPL27;SH3RF1;SLC12A3;STK39",1,"STK39","bidirectional",1.29982216504597,0.769336011410939,0.749310593988065,1
"bidirectional","response to amino acid",14,"ALAD;CASP3;CDKN1B;CDO1;CHUK;CPS1;EDN1;GIP;GPRC6A;MTHFR;MTOR;MYD88;RRAGC;SLC1A2",2,"CASP3;RRAGC","bidirectional",1.65431911914942,1.20895658936005,0.505502271247256,1
"bidirectional","response to amphetamine",35,"ADORA2A;ASIC1;CNR2;COMT;DBH;DRD1;DRD2;DRD4;DRD5;EDN1;EDNRA;GRIN2A;HDAC2;HDAC6;HDAC9;HPRT1;NR4A1;NR4A2;OXT;OXTR;PDE1B;PPP1R1B;PPP1R9B;PPP3CA;RANBP2;RGS17;RGS2;RGS20;RGS4;RGS7;RGS9;SLC18A2;SLC1A1;TH;TRDMT1",5,"ASIC1;HDAC9;PPP3CA;RGS20;RGS4","bidirectional",4.13579779787355,1.20895658936005,0.399144824116186,1
"bidirectional","response to amyloid-beta",14,"AGER;CACNA1A;CACNA1B;CALCR;CHRFAM7A;CHRNA7;HDAC2;MMP12;MMP13;MMP2;MMP3;MMP9;PRNP;RAMP3",1,"MMP3","bidirectional",1.65431911914942,0.604478294680024,0.828123023265871,1
"bidirectional","response to angiotensin",10,"AGT;COL3A1;COMT;CYBB;KL;PTGS2;ROCK1;ROCK2;SMAD3;TRIM44",1,"COL3A1","bidirectional",1.18165651367816,0.846269612552033,0.715703836820513,1
"bidirectional","response to antibiotic",18,"CIITA;CYB5R4;ENDOG;HPSE;HSP90AA1;HYAL1;HYAL2;HYAL3;JAK1;JAK2;MDM2;PPP2CB;RSRC1;SKIL;SLC1A3;TP53;VPS54;ZC3H8",2,"SLC1A3;VPS54","bidirectional",2.12698172462068,0.940299569502259,0.645299484501499,1
"bidirectional","response to arsenic-containing substance",12,"ALAD;ATR;CDKN1A;CYP1A1;CYP1B1;FECH;GCLC;GRIA1;RBM4;RNF4;SERPINF1;TNFRSF11B",2,"CYP1B1;TNFRSF11B","bidirectional",1.41798781641379,1.41044935425339,0.423323268500594,1
"bidirectional","response to auditory stimulus",19,"APP;ATOH7;ATP1A2;ATP8A2;CALB1;CHRNA10;CHRNA9;CXCL10;GAP43;KCNC1;KCNQ3;KIAA0319;MDK;PTN;SCN11A;SLC26A5;TACR1;UCN;USP53",2,"PTN;USP53","bidirectional",2.2451473759885,0.890810118475825,0.674945808162847,1
"bidirectional","response to axon injury",31,"APOD;AXL;BNIP3;CDK1;DPYSL3;DRD2;EPO;FGF2;FLRT3;GIP;GIPR;KCNB1;KCNK2;MATN2;MAX;MORN4;MTR;NDP;NPPC;NTRK1;P2RX4;P2RY12;PCSK1;PLCG2;RANGAP1;SARM1;SLC1A1;SOD1;TREM2;TXN2;TYROBP",3,"MATN2;MORN4;PCSK1","bidirectional",3.66313519240229,0.81897059279229,0.72635609288082,1
"bidirectional","response to bacterium",89,"ABCD2;ADAMTS9;BANK1;BMP2;BNIP3;C2;C3;CA3;CA5B;CAV1;CCDC186;CCDC80;CCL2;CCR4;CEACAM20;CEP192;CFB;CFD;CHD7;CHIT1;CLPS;CUBN;CYP2E1;DEFB1;DHX58;ERAP1;FABP4;FAM20A;FCGR2B;FER1L6;FGF19;FKBP5;FUCA2;GKN2;GPC3;GPM6A;GZMA;HERC6;HMCN1;IFI44;IKZF3;KLHL6;KYAT1;LPL;LRAT;LRG1;MACROD2;MLH1;MS4A1;NAALADL2;NFIB;NLRC5;NOS2;OCIAD2;PCK1;PLAAT3;PRLR;PYGL;REG4;RGS1;RNF5;SCN7A;SLC10A2;SLC11A1;SLC17A5;SNX3;ST13;TENT5A;THRSP;TMEM229B;TMEM255A;TRAC;TRAV10;TRAV20;TRAV21;TRAV24;TRAV25;TRAV30;TRAV34;TRAV39;TRAV4;TRAV5;TRAV6;TRDN;UPK1B;USP18;VEGFD;VIL1;WASL",5,"BMP2;CAV1;FER1L6;OCIAD2;TMEM255A","bidirectional",10.5167429717356,0.475432366602266,0.984359101813325,1
"bidirectional","response to cAMP",30,"AREG;BCKDHB;BIRC2;BSG;CARM1;CDO1;CITED1;CNGA3;COL1A1;DGKQ;DUOX1;DUOX2;GATA6;GUCD1;HMGCS2;MMP19;NDUFS4;OXT;PER1;PKLR;PNPT1;PTK2B;REN;SDC1;SREBF1;STAT1;TEK;THBD;TYR;VGF",5,"BIRC2;COL1A1;MMP19;SREBF1;THBD","bidirectional",3.54496954103447,1.41044935425339,0.277116409081213,1
"bidirectional","response to cadmium ion",18,"ALAD;CAT;CDK1;CDKN1B;CPA1;DTYMK;GCLC;GPI;GSS;MAPK9;MTF1;NPC1;NUDT1;PCNA;PRNP;PTH;SLC34A1;TERT",2,"CAT;NPC1","bidirectional",2.12698172462068,0.940299569502259,0.645299484501499,1
"bidirectional","response to calcium ion",50,"AANAT;ADAM9;AHCYL1;AMELX;ANXA11;AQP3;CACNG2;CALM1;CALM2;CALM3;CAPN3;CAV1;D2HGDH;EGFR;ENTPD6;FGA;FGB;FGG;GDI1;GIPR;HCN1;HNRNPD;HOMER1;ITPKA;KCNMA1;MNAT1;MTTP;NEDD4;P2RX5;P2RX7;PCSK1;PDCD6;PEF1;PENK;PPP3CA;PTK2B;S100A16;SDC1;SLC25A12;SLC25A13;SLC6A1;SUCNR1;THBS1;TRPC1;TRPC3;TRPV6;TSHB;TTN;TXNIP;VPS54",6,"CAV1;MTTP;PCSK1;PPP3CA;S100A16;VPS54","bidirectional",5.90828256839078,1.01552353506244,0.548976584939291,1
"bidirectional","response to carbohydrate",7,"ADNP;IL1B;MAP1B;ME1;NQO1;P2RX2;P2RX3",1,"IL1B","bidirectional",0.82715955957471,1.20895658936005,0.585367987979086,1
"bidirectional","response to cholesterol",10,"ABCA2;CCL3;CCR5;CYP8B1;F7;PMVK;SMAD2;TGFB1;TGFBR1;TGFBR2",2,"CCL3;TGFBR2","bidirectional",1.18165651367816,1.69253922510407,0.334600296618112,1
"bidirectional","response to cobalt ion",6,"ALAD;ATF1;CASP3;CASP8;CASP9;D2HGDH",1,"CASP3","bidirectional",0.708993908206894,1.41044935425339,0.529793062076026,1
"bidirectional","response to cocaine",31,"ARC;CACNG4;CHRNB2;CNR1;DNMT3A;DRD2;DRD5;EFTUD2;ELAVL4;EN1;FKBP5;GAD2;GRIA1;GRM2;HDAC2;HDAC5;HSP90AA1;HTR1B;MBD1;MDM2;MECP2;OXT;OXTR;PITX3;PTK2B;RGS4;SLC6A1;SMPD1;TACR3;TIAM1;UBE3A",3,"ARC;RGS4;SMPD1","bidirectional",3.66313519240229,0.81897059279229,0.72635609288082,1
"bidirectional","response to cold",28,"ACADM;ACADVL;ACOT11;ADRB1;ADRB2;ADRB3;CDH8;CHRFAM7A;CIRBP;GMPR;HSP90AA1;HSPA2;HSPD1;LRP11;P2RX3;PCSK1N;PLAC8;SLC25A27;SLC27A1;THRA;TMEM135;TRPA1;TRPM8;UCP1;UCP2;UCP3;VGF;ZNF516",3,"HSPD1;LRP11;ZNF516","bidirectional",3.30863823829884,0.906717442020036,0.658926682487209,1
"bidirectional","response to copper ion",8,"AANAT;ATP5F1D;ATP7B;CDK1;IL1A;LOXL2;SOD3;TFRC",2,"IL1A;SOD3","bidirectional",0.945325210942525,2.11567403138008,0.242310293073734,1
"bidirectional","response to cytokine",39,"AANAT;ALDH1A2;AVPR2;BCL2;BCL2L1;CD274;CDKN2B;CITED1;COL3A1;COMT;CXCL16;DDOST;IL6R;IL6ST;ITIH4;KCNJ8;LIFR;MAPKAPK2;MAPKAPK3;OSMR;OXTR;PDX1;PML;PPP3CB;RARA;SCGB1A1;SELE;SELL;SELP;SKIL;SP100;SRF;STAT1;TIMP1;TIMP2;TIMP3;TIMP4;TMEM102;TYMS",8,"CD274;COL3A1;IL6ST;LIFR;PML;TIMP1;TIMP2;TIMP3","bidirectional",4.60846040334481,1.7359376667734,0.0823911938758595,1
"bidirectional","response to denervation involved in regulation of muscle adaptation",8,"ACTN3;CASQ1;DAG1;FBXO32;HDAC4;MYOG;SCN5A;SGCA",1,"DAG1","bidirectional",0.945325210942525,1.05783701569004,0.634376230108422,1
"bidirectional","response to dexamethasone",16,"ACE;CLDN1;CPS1;CYP1B1;EDN1;EPO;FOXO3;GAD2;GBA1;GHSR;HDAC6;PAPPA;PCNA;PTAFR;TAT;UCP2",4,"CLDN1;CYP1B1;GBA1;PAPPA","bidirectional",1.89065042188505,2.11567403138008,0.111227055048114,1
"bidirectional","response to dietary excess",16,"ACVR1C;APOE;GDF3;LEP;MAPK14;PCSK1N;PPARGC1A;PRLH;RASAL2;SGIP1;SLC12A3;SLC25A25;STK39;TBL1XR1;VGF;WNK4",3,"APOE;PPARGC1A;STK39","bidirectional",1.89065042188505,1.58675552353506,0.291443396704181,1
"bidirectional","response to electrical stimulus",26,"AKAP12;AKAP9;BRD1;BTG2;CD14;CYFIP1;DISC1;EPO;FZD3;GHRL;GJB6;GRIA1;HNRNPD;KCNJ3;KMT2C;MMP2;MSTN;NQO1;NR4A1;NTRK1;OXT;P2RX7;PRICKLE1;TACR1;TACR2;TH",2,"AKAP12;BTG2","bidirectional",3.07230693556321,0.650976625040026,0.829637681855082,1
"bidirectional","response to endoplasmic reticulum stress",92,"AFF4;ALOX15;ANKS4B;ATF3;ATF4;ATF6;ATF6B;ATP2A1;ATP2A2;BBC3;BBS1;BBS10;BCAP31;BCL2L11;CDK5RAP3;CEBPB;CERT1;CFTR;CREB3;CREB3L1;CREB3L2;CREB3L3;CREBRF;CXCL8;DDIT3;DDRGK1;DNAJB9;DNAJC10;EIF2AK3;EIF2B5;EIF2S1;ELAVL4;ERN1;ERN2;ERO1A;ERP27;ERP44;FICD;FLOT1;GORASP2;HERPUD1;HSP90B1;HSPA5;HYOU1;KCNJ8;MAP3K5;MARCKS;NCK1;NHLRC1;NIBAN1;NOD1;NOD2;NRBF2;OS9;P4HB;PDIA2;PDIA3;PDIA4;PDIA6;PIK3R1;PIK3R2;PPP1R15A;PPP1R15B;PPP2CB;PRKN;QRICH1;RASGRF1;RASGRF2;RNF183;SCAMP5;SGF29;SRPX;TARDBP;THBS1;THBS4;TMEM258;TMEM259;TMEM33;TMTC3;TMX1;TNFRSF10B;TRAF2;TRIB3;TTC23L;UBA5;UBQLN1;UFC1;UFL1;UFM1;USP19;WFS1;XBP1",5,"CEBPB;CREB3L1;CXCL8;PPP1R15A;TRIB3","bidirectional",10.871239925839,0.45992913725654,0.987898566714719,1
"bidirectional","response to estradiol",82,"ADCYAP1R1;ALDH1A2;AREG;ARPC1B;ASS1;BMP7;CALR;CASP3;CASP8;CASP9;CAT;CD38;CDKN1B;COL1A1;CRYAB;CSN1S1;CTNNB1;CYP19A1;CYP1B1;DHH;DNMT3A;DRD2;ENDOG;ERRFI1;ESR1;EZH2;F7;FGF10;FOXA1;GH1;GHR;GHSR;GJB2;GPI;GPX1;GPX4;GRIA1;HPGD;HTR5A;IGFBP2;IHH;ITGAM;KCNJ11;LEP;MAP1B;MBD1;MBD2;MBD3;MECP2;MMP15;NCOA1;NCOR2;NQO1;NR2F2;OGG1;OPRL1;OXT;OXTR;PCNA;PENK;POSTN;PTCH1;PTGFR;PTGS2;RARA;RGS9;SLC34A1;SLC6A1;SLC6A4;SOCS2;STAT3;STAT5B;STRN3;STXBP1;TACR1;TACR3;TGFB1;TH;TXNIP;UCN;WNT7A;WNT8B",11,"ASS1;CASP3;CAT;COL1A1;CRYAB;CYP1B1;GPX1;MMP15;OGG1;STAT3;STXBP1","bidirectional",9.68958341216088,1.13523972415517,0.375421516046691,1
"bidirectional","response to estrogen",53,"ABCB11;ABCC9;APOA2;ARPC1B;ARSB;BCAS3;BGLAP;CAV1;CD24;CITED1;CITED2;CITED4;CRH;CTNNA1;CYP27B1;DHH;DTYMK;EP300;EPO;ESR1;F7;GAL;GATA3;GATA6;GBA1;GHRHR;GHRL;GSTM3;HOXA10;HOXA11;HSP90AA1;IGFBP2;KMT2D;KRT19;MME;MMP14;MMP2;MSTN;OPRK1;PRKAA1;SLC10A1;SLC34A2;SMAD6;SRD5A1;TBL1X;TEK;TGFB3;TNFRSF11B;TRIM25;TSHB;WBP2;WNT7A;ZNF366",8,"ABCC9;CAV1;CD24;GBA1;MME;TGFB3;TNFRSF11B;WBP2","bidirectional",6.26277952249423,1.27738809441816,0.285754854331631,1
"bidirectional","response to ethanol",94,"ABAT;ABCB11;ADCYAP1R1;ALAD;ARC;ATP5F1A;AVP;BAK1;BGLAP;BIRC2;CASP8;CAT;CBL;CD14;CD27;CDK1;CDO1;CHRNB2;CLDN1;CLDN18;CLDN3;CLDN5;CLDN7;CNR1;CPT1A;CRH;CSF3;CTSK;CYP7A1;DMAP1;EEF1B2;EHMT2;EIF4G1;ELK1;FECH;FGF19;FGFR2;G6PD;GATA3;GNRH1;GOT2;GRIA1;GRIN1;GRIN2A;GRIN2B;GRIN3A;HMGCS2;HPGD;HTR1B;IGF1R;IL13;IL2;KCNC2;LEP;MAOB;MSTN;MYD88;NPPC;NQO1;NR0B2;OGG1;OPRD1;OPRK1;PAX6;PENK;POLB;PPARA;PRKCB;PTH;PTK2B;RARA;RGS19;RGS2;RGS4;RGS7;RPL10A;RPL15;RPS6KB1;S100A8;SDF4;SLC10A1;SLC2A4;SOD1;SPINK1;SREBF1;TACR1;TBXA2R;TBXAS1;TH;TNC;TNF;TNFRSF11A;TYMS;VCAM1",13,"ARC;BIRC2;CAT;CBL;CLDN1;CSF3;EEF1B2;G6PD;GRIN3A;OGG1;RGS4;SPINK1;SREBF1","bidirectional",11.1075712285747,1.17037286842302,0.31637633237722,1
"bidirectional","response to exogenous dsRNA",31,"CARD9;DDX1;DDX21;DHX36;IFNA1;IFNA10;IFNA14;IFNA16;IFNA17;IFNA2;IFNA21;IFNA4;IFNA5;IFNA6;IFNA7;IFNA8;IFNB1;IFNE;IFNK;IRAK3;KCNJ8;MAPK1;MAPK3;NFKBIA;NOD2;RFTN2;RIGI;RIPK2;SLC3A2;TICAM1;TLR3",2,"DDX21;RIPK2","bidirectional",3.66313519240229,0.54598039519486,0.895631972089798,1
"bidirectional","response to fatty acid",17,"ALAD;CAT;CD36;FFAR1;FOXO1;FOXO3;GIPR;GNPAT;ILDR1;PCSK1;PDX1;PTGS2;SCD;SOX9;TBXAS1;TLR2;UCP2",3,"CAT;PCSK1;SCD","bidirectional",2.00881607325287,1.49341696332712,0.325499510140163,1
"bidirectional","response to folic acid",8,"ASCL1;BCHE;CBS;GPX1;MTHFR;NFKBIZ;OGG1;TYMS",2,"GPX1;OGG1","bidirectional",0.945325210942525,2.11567403138008,0.242310293073734,1
"bidirectional","response to follicle-stimulating hormone",6,"CYP1B1;GHSR;PAPPA;SRD5A1;SRD5A2;TGFBR3",2,"CYP1B1;PAPPA","bidirectional",0.708993908206894,2.82089870850678,0.151666045947128,1
